idade;sexo;p41aa;p41ab;p41ad;p41ae;p41af;p41ag;p41ah;p41ai;p41aj;p41ak;p41al;p41am;p41an;p41ao;p41ap;p42a;p42b;p42d;p42e;p42f;p42g;p42h;p42i;p42j;p42k;p42l;p42m;p42n;p42o;p42p;p43a;p43b;p43d;p43f;p43g;p43h;p43i;p43j;p43k;p43l;p43m;p43n;p43o;p43p;cor;carro;empreg;maqlav;dvd;banhe;gelad;freezer;comput;lavlou;microon;motocic;secadora;agua;rua;escola;renda;RCLASSE2;INV1p45a;INV1p45b;INV1p45c;INV1p45d;INV1p45e;INV1p45f;INV1p45g;INV1p45h;INV1p45i;INV1p45j;INV1p45k;INV1p45l;INV1p45m;INV1p45n;INV1p45o;INV1p45p;INV1p45q
18;2;1;2;1;2;1;1;1;2;1;1;1;2;1;1;2;5;8;1;1;1;1;2;3;6;1;6;9;2;5;6;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;96;96;1;96;1;1;96;96;96;96;96;1;2;1;4;99;6;6;3;5;2;3;3;2;6;3;6;5;5;2;5;4;6;5
16;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;96;1;3;2;1;1;1;96;1;96;96;1;1;4;1;3;6;2;6;4;2;6;2;5;4;5;5;6;1;5;5;5;4
45;2;1;1;1;1;2;2;1;2;1;1;1;1;1;1;1;5;10;0;4;5;5;6;4;10;0;0;10;10;10;8;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;96;96;1;3;1;1;1;1;96;1;96;96;1;1;5;3;4;6;4;6;6;5;5;6;6;1;4;6;5;1;1;3;5;1
42;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;96;1;1;2;1;1;1;96;1;96;96;1;1;5;1;3;6;2;4;5;4;6;4;4;4;5;6;6;1;5;6;5;1
25;1;1;1;2;1;1;1;1;1;1;2;2;1;1;1;1;6;9;3;5;4;2;5;7;2;2;1;8;4;2;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;1;1;1;1;1;1;96;96;96;96;1;1;5;1;4;6;6;5;5;4;5;5;6;4;4;4;6;1;2;4;4;3
31;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;10;10;0;0;0;0;0;10;0;10;10;10;10;10;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;96;96;96;1;1;1;96;96;96;96;96;96;98;1;5;1;6;6;1;6;1;4;6;1;6;1;6;6;6;1;6;4;6;4
40;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;10;6;10;10;10;10;10;10;10;10;10;10;0;6;6;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;96;96;96;96;1;1;96;96;96;96;96;96;1;1;5;1;6;6;2;6;5;5;5;6;5;5;5;5;6;5;6;5;5;5
58;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0;2;0;0;0;0;0;5;2;1;0;5;0;0;9;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;96;1;3;1;1;1;1;96;1;96;96;1;1;5;2;3;6;3;6;6;4;6;4;6;6;6;3;6;1;6;5;6;1
50;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;10;8;4;10;5;10;10;8;10;10;10;10;8;0;0;2;1;1;2;2;2;2;1;2;2;2;2;2;2;3;1;96;1;1;2;1;1;3;96;1;1;1;1;1;5;1;2;6;6;4;6;5;6;6;5;5;6;6;6;6;5;1;6;5
21;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;6;2;2;2;3;1;0;2;4;1;1;3;5;4;6;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;2;1;2;1;1;1;96;1;96;96;1;1;5;1;3;6;4;5;2;5;5;5;6;4;4;6;6;1;4;4;4;2
64;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;10;10;0;10;7;0;0;0;10;6;8;10;0;10;10;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;96;96;1;96;1;1;1;1;96;1;96;96;1;1;5;1;4;6;6;6;6; ;6;6;4;6;4;1;6;3;6;6;6;1
26;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;8;7;0;5;7;7;6;8;5;5;5;7;5;0;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;96;1;1;1;1;1;1;96;1;1;96;1;1;5;1;3;6;4;5;4;5;4;4;4;4;6;4;6;2;4;4;4;2
26;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;5;5;2;5;5;5;0;5;5;10;10;5;8;10;7;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;96;1;1;1;1;1;1;96;96;96;96;1;1;5;1;4;6;5;6;5;1;4;4;5;5;6;5;5;1;5;1;5;1
28;2;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;10;10;8;8;0;0;10;10;10;0;0;10;10;8;7;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;96;96;96;1;1;1;96;96;96;96;96;96;1;1;5;1;6;6;6;6;6;1;1;6;6;1;4;1;6;1;4;6;4;5
26;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;5;4;0;0;0;0;0;3;5;0;0;5;0;6;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;1;1;1;1;1;1;1;1;96;96;1;1;5;3;4;6;6;6;6;6;6;6;6;6;6;4;6;6;6;1;6;6
50;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;1;10;10;5;0;0;0;0;10;5;0;0;0;0;5;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;96;1;1;4;2;96;1;96;1;2;96;1;1;5;1;2;6;3;5;6;4;6;6;5;4;5;5;6;2;5;5;5;5
38;1;2;1;1;1;1;1;2;1;2;2;1;2;2;1;2;3;0;0;0;0;0;0;0;0;0;5;0;0;0;0;2;1;1;2;2;2;2;2;2;2;1;2;1;1;3;1;96;1;1;1;1;96;1;96;96;96;96;1;1;5;3;4;6;4;6;2;2;6;6;6;5;6;5;6;3;5;2;4;2
21;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;4;0;2;0;0;6;0;0;0;0;10;0;5;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;1;96;1;1;96;96;96;96;96;1;1;1;5;99;5;6;6;6;6;6;6;6;6;6;6;1;6;1;6;4;6;6
30;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;3;2;1;3;2;1;1;1;1;1;3;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;96;1;96;1;1;1;1;96;1;96;96;1;1;5;97;4;6;4;5;4;4;5;6;6;5;6;3;6;1;3;5;5;2
41;1;1;1;1;2;2;2;1;1;1;2;2;2;1;1;2;2;0;8;3;2;0;2;10;0;0;0;0;3;10;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;96;1;1;2;1;1;1;96;96;96;96;1;2;5;1;4;6;4;5;6;3;6;6;6;5;5;4;6;1;5;5;5;2
56;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10;10;0;10;10;5;10;10;10;10;10;5;10;5;10;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;96;1;1;1;1;1;1;96;1;96;96;1;1;5;1;4;6;1;6;4;3;3;2;6;4;4;6;6;1;6;6;3;6
25;1;1;1;1;2;2;2;1;1;2;1;1;1;1;1;2;5;8;5;6;5;5;3;6;6;5;5;7;6;10;3;1;2;2;2;2;2;2;1;2;2;2;2;1;1;2;96;96;1;1;1;1;96;96;96;96;1;96;2;2;5;1;6;6;5;5;2;4;5;4;6;4;5;4;5;4;5;4;5;2
32;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;1;5;5;0;2;2;2;3;0;2;0;0;3;2;2;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;96;1;2;1;1;96;96;96;1;96;96;1;2;5;99;4;6;4;5;5;4;4;4;4;5;5;5;5;2;5;4;5;4
34;1;2;1;2;2;2;2;1;1;2;1;1;1;1;1;2;0;0;0;9;0;0;0;1;6;10;10;0;5;10;10;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;1;96;1;1;1;1;1;2;96;1;96;96;1;1;5;1;3;6;4;6;6;6;6;6;6;6;6;6;6;1;6;1;6;6
23;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10;5;0;0;5;5;0;0;0;0;0;10;0;5;10;1;2;2;2;2;2;2;2;2;2;1;2;1;1;1;96;96;1;96;1;1;96;1;96;96;96;96;1;1;6;99;5;6;6;6;1;6;6;6;6;6;1;6;6;1;6;4;6;1
62;1;1;1;1;1;2;1;2;1;1;1;1;1;2;2;1;9;7;7;9;8;8;4;10;5;5;8;5;2;0;7;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;96;1;2;2;2;1;1;96;1;96;96;1;1;6;3;3;6;5;6;3;5;5;6;6;5;5;6;5;4;5;1;5;1
32;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;1;96;1;1;2;1;96;3;96;1;2;96;1;1;6;1;2;6;6;5;5;6;6;6;6;6;1;5;6;1;6;6;2;1
20;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;3;5;0;5;2;5;1;5;3;0;3;7;7;0;10;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;96;96;96;1;1;1;1;1;96;96;1;96;1;1;6;1;5;6;5;5;5;5;5;5;5;5;6;4;5;1;5;3;5;2
54;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;2;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;1;1;2;1;2;1;96;1;96;1;1;1;6;4;3;6;1;6;6;1;6;6;6;6;6;4;6;6;6;6;6;1
18;1;2;2;2;2;2;1;1;1;2;2;2;2;1;1;2;7;0;8;3;4;5;5;5;7;0;0;5;5;4;10;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;96;1;4;2;1;1;2;96;1;1;96;1;1;6;1;2;6;5;6;3;5;4;6;6;2;2;4;5;2;4;6;5;4
39;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;2;6;2;2;6;3;1;4;4;4;3;2;3;6;2;2;2;2;2;2;2;2;2;2;1;2;2;2;3;96;96;1;2;1;1;96;1;96;1;1;96;1;1;7;97;4;6;6;6;6;4;5;3;5;5;5;4;6;4;4;2;5;5
45;2;1;1;1;2;2;2;2;2;2;2;2;1;2;2;1;5;7;6;5;4;5;5;4;6;4;4;5;5;5;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;96;1;1;2;1;1;1;96;1;96;96;1;1;7;3;3;6;5;5;5;5;5;5;4;5;5;4;5;1;5;4;5;5
29;2;2;2;2;1;2;2;1;1;2;1;1;2;1;2;2;0;0;10;10;0;0;10;10;0;0;0;0;0;10;0;2;2;2;2;2;1;2;1;1;2;1;2;2;2;1;96;96;1;1;1;1;96;96;96;96;96;96;1;1;7;1;6;6;5;6;3;5;3;4;5;6;3;5;6;2;1;4;6;1
39;2;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;6;7;4;2;6;7;3;3;5;0;0;5;5;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;3;4;2;1;4;96;1;96;1;1;1;7;5;1;6;5;5;1;3;5;5;5;5;5;4;5;1;5;4;5;2
57;2;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;1;2;1;1;96;96;1;96;96;1;1;7;2;3;6;2;5;1;2;4;4;6;2;6;5;6;1;5;5;5;2
64;2;1;2;2;2;2;1;2;1;2;2;2;1;1;2;1;5;5;0;0;5;8;0;8;10;0;0;5;8;0;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;1;3;3;1;1;3;1;1;96;96;1;1;8;6;2;6;4;5;4;5;6;5;4;1;4;6;6;1;4;4;4;2
30;2;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;1;4;4;2;2;2;96;1;96;96;1;1;8;1;1;6;6;5;1;3;2;6;6;4;6;2;5;6;5;4;5;1
58;2;1;2;2;2;1;1;1;1;1;1;1;2;2;1;2;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;96;1;1;1;96;96;96;96;96;96;1;2;4;1;6;1;6;6;6;5;6;6;6;6;6;3;6;1;6;6;6;1
24;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;10;10;0;5;0;0;10;0;10;0;0;10;10;10;10;1;2;2;2;2;2;2;1;2;2;2;2;1;2;4;96;96;1;96;1;96;1;1;96;1;96;96;1;1;4;99;5;1;5;5;1;1;6;1;6;5;6;6;5;1;6;5;1;5
80;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;1;96;1;1;96;96;96;1;96;96;1;1;3;1;5;2;5;5;5;5;5;6;5;6;6;5;5;2;5;5;5;2
27;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;1;1;1;1;1;1;1;96;1;1;1;7;97;3;2;5;5;1;4;5;2;6;2;6;5;6;1;5;5;6;2
28;2;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;6;3;10;2;5;2;4;10;3;6;9;8;7;10;3;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;96;96;1;2;1;1;96;1;96;96;96;96;1;1;2;1;4;3;6;6;6;6;1;6;3;3;6;3;6;6;1;4;6;3
34;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;3;9;9;2;5;3;1;8;4;5;5;3;3;10;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;1;1;1;1;1;2;96;1;96;96;1;1;5;2;3;3;5;4;2;4;5;5;6;3;5;6;6;2;3;5;2;2
58;2;1;1;1;1;1;2;1;1;1;2;2;1;1;1;1;10;10;0;0;0;0;0;0;10;0;0;10;0;0;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;96;1;2;2;1;2;1;96;1;96;96;1;2;5;2;3;3;5;5;4;5;5;6;6;1;5;5;4;1;4;5;4;1
62;2;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;2;2;2;2;2;2;2;2;2;2;1;3;96;96;1;3;4;2;2;2;96;1;96;96;1;1;6;1;1;3;6;3;5;4;3;5;5;3;5;5;6;1;5;6;4;1
80;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;0;0;1;0;0;0;0;7;0;0;0;0;4;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;96;96;2;96;1;96;96;1;96;96;2;2;1;1;6;4;2;6;2;6;6;6;1;3;6;4;1;2;6;6;4;2
56;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;96;96;96;96;1;1;96;96;96;96;96;96;1;2;1;1;6;4;5;5;3;2;4;6;4;5;4;5;5;1;5;5;5;2
48;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;7;8;4;8;8;7;9;9;8;6;8;8;8;6;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;1;1;1;1;1;96;1;96;96;2;2;1;1;5;4;5;6;5;2;6;6;6;5;5;5;6;1;1;3;5;6
76;1;1;1;1;1;1;1;2;1;1;2;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;1;1;2;1;96;96;96;96;96;96;1;1;1;1;5;4;4;5;4;4;5;4;5;5;6;4;6;2;5;5;4;5
33;2;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;1;2;2;2;2;2;1;3;1;96;1;1;1;96;1;96;96;96;96;96;2;2;2;99;6;4;4;6;5;4;6;4;6;4;5;4;6;2;6;5;4;2
37;2;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;8;8;7;9;10;8;8;10;10;6;7;8;10;10;7;1;2;1;2;2;2;2;2;2;2;2;2;1;1;3;1;96;1;1;1;1;1;96;96;96;1;96;2;2;2;1;6;4;1;5;6;1;6;6;5;6;6;6;6;1;6;6;2;6
36;2;1;1;1;1;1;1;2;1;1;2;2;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;96;96;96;1;1;1;96;96;96;96;96;96;1;1;2;1;6;4;5;5;5;4;5;5;5;4;5;5;5;4;5;4;5;4
67;1;1;1;2;2;2;2;2;1;2;1;1;1;1;1;2;5;4;3;6;5;3;4;3;3;5;6;6;5;5;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;1;1;1;1;96;96;96;1;96;96;1;1;2;1;5;4;5;5;4;2;5;4;5;4;5;5;5;1;6;4;4;1
28;2;1;1;2;2;1;1;1;2;1;2;2;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;2;2;2;2;2;2;2;2;2;1;2;2;2;3;1;96;1;96;1;1;96;96;96;96;96;96;1;1;2;1;5;4;4;6;4;5;4;5;4;3;6;4;4;2;5;4;4;1
66;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;5;6;5;5;6;6;5;5;5;6;5;6;7;4;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;1;2;1;1;1;1;96;1;96;96;1;1;3;3;4;4;4;5;5;1;2;4;2;1;5;6;6;1;5;4;4;1
16;1;1;2;2;1;2;1;2;1;2;2;2;2;1;1;2;5;0;0;0;0;0;0;5;0;0;0;0;5;5;10;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;96;96;1;1;1;1;96;2;96;96;1;96;1;2;4;1;5;4;6;5;2;3;5;6;6;4;4;5;4;4;5;4;3;4
34;2;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;0;0;0;0;0;0;0;3;4;0;0;5;0;0;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;1;1;1;1;96;96;96;1;1;96;1;1;4;2;5;4;5;4;4;4;5;4;6;3;6;5;6;2;5;4;6;4
42;2;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;96;1;96;1;1;96;96;96;1;96;96;1;1;4;1;5;4;4;6;2;5;4;3;5;4;5;4;5;1;5;5;4;2
21;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;10;10;8;9;10;10;10;8;10;8;10;10;10;10;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;96;96;1;1;1;1;96;96;96;1;96;96;1;1;4;1;5;4;4;5;5;2;5;2;5;2;5;5;2;2;5;5;5;4
31;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;8;5;5;7;2;0;10;4;2;3;10;5;2;10;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;96;96;96;96;1;1;96;96;96;1;96;96;1;1;5;1;5;4;5;5;2;5;5;6;6;4;5;4;5;3;5;5;4;4
44;1;1;1;2;1;2;2;2;1;2;1;1;2;2;2;2;5;5;0;5;0;4;0;5;5;5;0;5;5;10;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;1;1;2;1;1;1;96;1;96;96;1;1;5;3;3;4;4;6;3;6;5;4;6;5;4;6;6;1;6;4;4;3
41;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;9;10;0;5;4;8;8;0;10;0;0;9;8;8;10;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;96;1;1;1;1;1;96;96;96;96;96;1;1;5;1;4;4;4;6;1;3;6;6;6;1;6;4;6;1;6;4;6;4
33;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;1;0;0;0;0;1;0;1;0;1;0;1;9;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;96;1;1;1;1;1;96;96;96;96;96;1;1;5;3;4;4;6;4;6;4;6;6;6;4;4;6;6;1;6;4;4;4
20;2;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;4;4;3;4;5;4;8;7;9;1;1;7;5;2;8;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;96;2;1;96;2;96;1;96;96;1;1;5;1;3;4;4;5;4;4;4;5;5;5;4;6;5;1;3;5;3;1
48;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;6;5;0;2;0;0;0;0;1;0;0;0;5;3;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;4;1;96;1;2;3;2;2;3;96;1;1;96;1;1;5;4;1;4;4;6;6;6;6;6;4;4;4;6;3;3;6;4;3;3
72;2;2;1;1;1;2;2;1;1;1;1;1;1;2;1;1;6;5;6;5;2;3;4;5;6;6;6;9;3;2;6;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;96;96;1;96;1;1;1;1;96;1;96;96;1;1;5;1;4;4;4;6;3;3;6;6;5;4;6;4;6;1;4;4;5;1
45;1;2;1;1;1;1;1;1;1;1;2;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;2;1;1;1;1;1;96;1;96;96;1;1;5;1;3;4;5;3;5;6;3;6;2;3;6;6;4;1;3;4;3;4
43;2;1;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;0;0;0;0;0;2;0;0;0;0;2;3;0;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;1;1;1;1;96;96;1;96;96;1;1;5;1;4;4;4;5;3;3;5;5;6;4;5;5;5;1;4;5;5;3
22;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;96;1;1;1;1;1;1;96;1;96;96;1;1;5;1;4;4;2;6;2;2;6;2;6;5;6;6;6;1;6;4;4;2
44;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;96;96;96;2;1;1;1;96;1;96;96;1;1;5;2;3;4;4;6;6;2;6;4;6;4;6;6;6;1;5;2;5;2
22;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0;10;0;0;0;0;0;0;5;0;5;5;0;10;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;96;96;96;96;1;96;1;1;96;96;1;96;1;98;6;1;6;4;5;6;6;3;6;4;6;2;5;6;6;1;6;2;4;1
65;2;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;2;5;0;7;7;7;7;3;5;0;2;10;0;0;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;96;1;1;3;1;96;1;96;96;96;96;1;1;6;1;3;4;4;5;5;5;5;4;5;5;5;5;5;2;5;5;4;1
23;1;1;1;2;1;2;2;2;1;2;2;2;2;1;1;2;6;7;5;6;6;6;6;6;5;7;5;7;7;5;4;2;2;2;2;2;2;2;2;2;2;1;2;2;1;3;1;96;1;96;2;1;96;1;96;1;96;96;1;1;6;1;3;4;5;6;4;6;3;5;5;6;2;5;6;1;5;6;2;1
37;1;2;1;1;2;2;2;2;1;2;2;2;1;1;2;2;0;2;0;0;0;0;0;8;0;0;0;1;2;0;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;1;1;1;1;96;1;96;1;96;96;1;2;6;2;5;4;1;6;1;1;5;6;2;1;6;6;6;1;6;5;6;1
34;2;1;1;2;1;1;1;1;1;1;2;2;1;1;1;2;5;5;0;2;0;5;5;4;5;0;0;6;0;4;6;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;96;1;1;1;1;96;1;96;1;1;96;1;1;6;97;4;4;5;6;4;4;4;6;4;4;5;4;6;1;4;4;4;3
60;1;1;1;1;2;1;1;2;1;1;2;2;1;1;1;2;2;2;2;0;2;2;0;2;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;1;2;2;1;1;96;1;1;96;1;1;8;4;2;4;5;5;4;5;4;5;3;4;5;5;6;2;5;4;3;3
60;2;2;1;2;1;1;1;2;1;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;1;96;1;1;96;96;96;96;96;96;2;2;1;1;6;5;4;5;2;4;5;6;4;4;4;5;5;1;5;5;5;3
75;1;1;1;2;1;2;2;2;1;2;2;2;2;2;2;1;6;5;2;5;1;1;1;7;1;1;2;0;5;2;6;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;96;96;1;1;96;96;96;96;96;96;2;2;1;1;6;5;5;4;5;5;4;6;5;5;5;5;5;4;5;4;5;5
45;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;0;0;0;0;0;0;0;0;0;10;0;0;10;0;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;96;96;2;2;1;96;96;96;1;96;96;1;2;1;1;4;5;2;6;5;2;2;5;5;2;5;5;5;2;5;5;5;2
17;1;1;1;2;1;1;1;2;1;2;1;1;2;1;2;2;10;10;3;10;10;10;0;10;0;10;10;1;3;1;4;2;2;1;2;2;2;2;2;2;2;2;2;1;1;5;1;96;1;2;1;1;1;1;1;96;1;96;1;1;2;1;4;5;5;5; ;6;5;6;6;5;6;5;5;2;6;2;5;6
71;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;5;1;1;1;1;1;1;1;2;1;0;3;0;4;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;96;96;1;1;1;96;96;96;96;96;2;2;2;1;6;5;5;6;5;5;5;5;5;5;5;5;4;2;5;2;5;2
33;2;1;1;1;1;1;1;1;1;1;2;1;1;2;1;2;10;0;0;0;0;5;9;10;1;0;0;5;1;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;96;96;96;1;1;96;96;96;96;96;96;96;1;1;2;1;6;5;5;5;4;2;5;5;5;2;5;4;5;2;5;4;5;4
62;1;1;1;1;2;1;1;1;1;2;1;1;2;1;1;2;10;8;10;2;7;10;9;9;2;3;3;3;9;10;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;96;1;1;1;1;1;96;96;96;1;96;1;1;2;3;5;5;2;6;6;5;5;5;5;5;5;5;5;5;5;5;5;2
42;2;1;1;1;2;2;2;1;1;1;1;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;96;96;1;96;1;1;96;96;96;96;96;96;1;1;2;1;5;5;4;4;4;5;5;5;5;2;5;5;6;1;5;5;5;5
